,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,new_YEAR,new_STATE,new_COUNTY,new_COUN_1,new_TRACT,new_BLKGRP,new_GEOID,new_TOTAL_,new_WHITE_,new_PERCEN,GISJOIN_2,STATEFP_2,COUNTYFP_2,TRACTCE_2,BLKGRPCE_2,GEOID_2,NAMELSAD_2,MTFCC_2,FUNCSTAT_2,ALAND_2,AWATER_2,INTPTLAT_2,INTPTLON_2,Shape_Le_1,Shape_Ar_1,CSV_YEAR,CSV_STATE,CSV_COUNTY,CSV_TRACT,CSV_BLKGRP,CSV_GEOID,CSV_TOTAL_,CSV_WHITE_,CSV_PERCEN,CSV_INCOME,geometry
0,G48045300001011,48,453,000101,1,484530001011,Block Group 1,G5030,S,951255.0,0.0,+30.3232148,-097.7477880,5630.11111388,951255.016756,2015-2019,Texas,Travis County,453,101,1,15000US484530001011,812,684,0.842364532019704,G48045300001011,48,453,000101,1,484530001011,Block Group 1,G5030,S,951255.0,0.0,+30.3232148,-097.7477880,5630.11111388,951255.016756,2015-2019,Texas,Travis County,101,1,15000US484530001011,812,684,0.842364532,110703.0,"POLYGON ((-97.74974899976229 30.33449499853926, -97.7497430000784 30.33439799896716, -97.74973200016649 30.3342829989854, -97.74967699979018 30.33404899855569, -97.74964100037823 30.33395699928721, -97.7495470006584 30.33379799904516, -97.74922399969414 30.33330399866378, -97.74915400035268 30.33317099885047, -97.74907300062193 30.33305599913016, -97.74897099941199 30.3329319993933, -97.74887000025981 30.33283199963611, -97.7487410001669 30.33272299856035, -97.74859399944779 30.33261399904623, -97.74846399948134 30.33253199892784, -97.74791500027366 30.33225899888095, -97.74786500005965 30.33222499914779, -97.74765600032649 30.33204299949127, -97.74740499973782 30.33185899937942, -97.74713399969254 30.33154399979358, -97.74698300001785 30.33141499911474, -97.74678600006136 30.33125599888758, -97.74673299964127 30.33120099860581, -97.74653400043734 30.33096399838573, -97.7464879992678 30.33089799906466, -97.74642199980056 30.33076699941243, -97.74636900009696 30.3306409987924, -97.74634700032907 30.33056599905082, -97.74634299989283 30.33049299914074, -97.74635799955492 30.33042099877846, -97.74638899953227 30.33035199907698, -97.7464299992518 30.33029499897307, -97.74649400011847 30.33022999877422, -97.74662299902501 30.33013999913853, -97.7467059994347 30.33005599893724, -97.74680999991695 30.32992399913308, -97.7468979998324 30.32978899949163, -97.74694200023178 30.32967799919518, -97.74698399992404 30.32955199913092, -97.74700000005269 30.32946299853466, -97.74700900029374 30.3290969985643, -97.74705299949684 30.32864399849872, -97.74706600022297 30.32846399956747, -97.74706900064666 30.32828999920859, -97.74704299975603 30.32811499979501, -97.74701000004865 30.32801299979855, -97.74701000048924 30.32786899932234, -97.74698600014241 30.3274809995111, -97.7469419995184 30.32729799910672, -97.74689000044046 30.32714299858001, -97.7468320004906 30.32702899929351, -97.74675800003652 30.32691699965078, -97.74651900017437 30.32660999975737, -97.74622900023593 30.32631699921559, -97.74618600057183 30.32626899932044, -97.7461199994261 30.32618099916586, -97.74609700001872 30.32614099978721, -97.74607400018233 30.32609999889926, -97.74604199937816 30.32601999930267, -97.74597700043384 30.32581899906117, -97.74596399923065 30.32572099917017, -97.74593000002136 30.32561999863039, -97.74589199972489 30.32552999895787, -97.74585800006253 30.32537499880357, -97.74580200049279 30.32507199932322, -97.7457699999779 30.32494099899259, -97.74574999968523 30.32468099947872, -97.74575300026859 30.32451599876385, -97.74576699935234 30.32435399896075, -97.74578900004629 30.32417099966501, -97.74578499971906 30.32396099956106, -97.74580200028727 30.32376699983252, -97.74581800017889 30.32367699948765, -97.74585300021484 30.32353699901985, -97.74589900038301 30.32339199902928, -97.7459180002329 30.32327399950907, -97.74591800037648 30.32319699908754, -97.74590499967982 30.3231089993681, -97.74586200083883 30.32295099901996, -97.74579900021381 30.32277099926366, -97.74573200020866 30.32262799922002, -97.74559000006113 30.32240999937554, -97.74541299991523 30.32209499906257, -97.7453530001132 30.32196299958868, -97.74534400022145 30.32193499915456, -97.74528800004221 30.32176499911837, -97.74515800011851 30.32119099953678, -97.74515600031073 30.32112299917056, -97.74516099972551 30.32104899923396, -97.74516799954658 30.3209959994226, -97.74518599943819 30.32094599882207, -97.74536500020956 30.32063599888399, -97.74541499979541 30.32052099917905, -97.74545499943423 30.32045399883651, -97.74549799980937 30.32040599951501, -97.74552199973829 30.32038599955196, -97.74567999999147 30.32025299977562, -97.74579299998936 30.32014899938119, -97.74582099987177 30.32010099859003, -97.74585699993685 30.32007699908157, -97.74590899973322 30.3200569991676, -97.74619200045345 30.3200569993597, -97.74628199967164 30.32007099936095, -97.74654699978703 30.32015599964476, -97.74708000003963 30.32035299975571, -97.7472099992668 30.32040899984631, -97.74729399985543 30.32046199876974, -97.74733099940869 30.32051399849566, -97.74740000052888 30.32054899946988, -97.74771000008924 30.3206629992448, -97.74782799987155 30.32071099889808, -97.747852999304 30.32071199915021, -97.74791799996861 30.3206939990511, -97.74800300026696 30.32070199956794, -97.74805399975595 30.32071699933208, -97.74835899943157 30.32085199882034, -97.74845999943585 30.32088599924621, -97.74857599930826 30.32091199916535, -97.74874800085252 30.32093299919772, -97.74891900040589 30.32094499942527, -97.74904699936532 30.32094099918894, -97.74909900060754 30.3209359998609, -97.74925999998506 30.3208629988763, -97.74929200042251 30.32071699893853, -97.74931000034346 30.32058399927024, -97.74932399963457 30.32047999926481, -97.74934400026297 30.32020999881867, -97.74935599934365 30.31994499897917, -97.74932499963472 30.31973499886218, -97.74924099996694 30.31939399957929, -97.74920300015211 30.31918599835968, -97.74912299940161 30.31896299954216, -97.74911800000827 30.31887599872849, -97.74913899917884 30.31888499888608, -97.75093400010623 30.31971899952802, -97.75172200049387 30.32009499975267, -97.75239300018872 30.3204259988898, -97.75244499980118 30.32044599910575, -97.75249400008038 30.3204509999789, -97.7526750001586 30.32043599917388, -97.75290499946762 30.32042399933543, -97.75304299972241 30.3204309993641, -97.75315500073197 30.32045399876609, -97.75347900008411 30.3205679995797, -97.75192400046691 30.32307699950701, -97.75084899985745 30.32480499882707, -97.75067800003413 30.32516499913321, -97.75022400040628 30.32590099893544, -97.74976299972242 30.32663199949783, -97.74914400030349 30.3276369993547, -97.75108999946006 30.32857799969829, -97.75201100024479 30.32903299854426, -97.75289300009945 30.32946999887348, -97.75383000046229 30.3299229993743, -97.75469700007439 30.33034199887036, -97.75538399982076 30.33067199892144, -97.7555310006082 30.33074899864673, -97.75568500000793 30.33082399957023, -97.75564900045055 30.33097099881501, -97.75550299972979 30.33465999896221, -97.75550099957618 30.33498999878205, -97.75538399971036 30.33539499931454, -97.75529900039572 30.33555599955425, -97.75526200067019 30.33562799867134, -97.75501299923994 30.3362319990229, -97.75373799996186 30.33557999966357, -97.75365900013315 30.33553199870473, -97.75259099952515 30.33495599899244, -97.75236699972052 30.3348569990776, -97.75199999973482 30.33472299929456, -97.75153300020767 30.33458399904904, -97.75138299972394 30.33455199867055, -97.75119099955384 30.33450999928334, -97.75087599981725 30.33447899907511, -97.7503650003233 30.33447099922474, -97.74974899976229 30.33449499853926))"
1,G48045300001012,48,453,000101,2,484530001012,Block Group 2,G5030,S,1105423.0,0.0,+30.3286583,-097.7564947,5536.20362701,1105421.12084,2015-2019,Texas,Travis County,453,101,2,15000US484530001012,1466,1210,0.82537517053206,G48045300001011,48,453,000101,1,484530001011,Block Group 1,G5030,S,951255.0,0.0,+30.3232148,-097.7477880,5630.11111388,951255.016756,2015-2019,Texas,Travis County,101,2,15000US484530001012,1466,1210,0.825375171,169492.0,"POLYGON ((-97.75501299923994 30.3362319990229, -97.75526200067019 30.33562799867134, -97.75529900039572 30.33555599955425, -97.75538399971036 30.33539499931454, -97.75550099957618 30.33498999878205, -97.75550299972979 30.33465999896221, -97.75564900045055 30.33097099881501, -97.75568500000793 30.33082399957023, -97.7555310006082 30.33074899864673, -97.75538399982076 30.33067199892144, -97.75469700007439 30.33034199887036, -97.75383000046229 30.3299229993743, -97.75289300009945 30.32946999887348, -97.75201100024479 30.32903299854426, -97.75108999946006 30.32857799969829, -97.74914400030349 30.3276369993547, -97.74976299972242 30.32663199949783, -97.75022400040628 30.32590099893544, -97.75067800003413 30.32516499913321, -97.75084899985745 30.32480499882707, -97.75192400046691 30.32307699950701, -97.75347900008411 30.3205679995797, -97.75405200090719 30.31962499964147, -97.75539800083631 30.32025899914814, -97.75552500036369 30.32031699902873, -97.75545899933077 30.32049499932586, -97.75527099965298 30.32093499942737, -97.75519900046899 30.32114699910061, -97.75516899996522 30.32133599909635, -97.7552960000649 30.32135499927689, -97.755420999831 30.32135799882959, -97.75550699966398 30.32136399976856, -97.75560000005689 30.32136399948576, -97.75570600058245 30.3214609992621, -97.75570800028582 30.32136299937224, -97.75590000068883 30.32136699958663, -97.75613700030694 30.32137899965647, -97.75613800018938 30.32141899945954, -97.75613700063336 30.3214699992924, -97.75611900016106 30.32216099932769, -97.75599099989536 30.32501299994612, -97.75612999958433 30.32504999944353, -97.75627999922094 30.32512599906616, -97.75699999953231 30.3254929990268, -97.75717399965055 30.32556999892267, -97.75723599984489 30.3256159995304, -97.75734500010668 30.3257319993216, -97.75762199969567 30.32596899932836, -97.75785199992973 30.32615599918942, -97.75850500025632 30.32661699883372, -97.75858700035357 30.32669099919379, -97.75878000010604 30.3268619991045, -97.75943799973126 30.32715299942241, -97.76017999943815 30.32739099909768, -97.76259999970178 30.32856599861584, -97.76351299927641 30.32902299921495, -97.76464499917388 30.32956799882671, -97.76454400025266 30.32970699912926, -97.76448200026184 30.3298829990263, -97.76434300038829 30.33033199954014, -97.76425499964385 30.33057999945373, -97.76411500068888 30.33083899906712, -97.76398099941942 30.33102999908018, -97.7638159998744 30.33122699907517, -97.76356800041442 30.33144899977943, -97.7632940000684 30.33166099929355, -97.76312799990892 30.33176399916714, -97.76298899952005 30.33183599931536, -97.76274600011435 30.33194899924489, -97.76242500017486 30.33206199910609, -97.76182599980748 30.3322429994702, -97.76136599994928 30.33237299859341, -97.76105599954504 30.33246599885461, -97.7608390000232 30.33256399847476, -97.76068399957309 30.33267199948849, -97.76050800062514 30.33285799844432, -97.76036600065176 30.33304399926869, -97.75978600067106 30.33386599960079, -97.7590700001401 30.33493499932579, -97.75891299929569 30.33519599884235, -97.75883199954234 30.33535299868783, -97.7587229996132 30.33561399882065, -97.75856200009491 30.33565199939116, -97.75845199996976 30.33570899941223, -97.75833399972936 30.33578999910767, -97.7582099993116 30.33591799890221, -97.75707699908676 30.33743399902127, -97.75601300029933 30.33681199995845, -97.75561399956274 30.33659299924215, -97.75527700034387 30.33641299903116, -97.75501299923994 30.3362319990229))"
2,G48045300001013,48,453,000101,3,484530001013,Block Group 3,G5030,S,1068321.0,0.0,+30.3134578,-097.7527004,5131.14677384,1068321.97528,2015-2019,Texas,Travis County,453,101,3,15000US484530001013,2133,1766,0.82794186591655,G48045300001011,48,453,000101,1,484530001011,Block Group 1,G5030,S,951255.0,0.0,+30.3232148,-097.7477880,5630.11111388,951255.016756,2015-2019,Texas,Travis County,101,3,15000US484530001013,2133,1766,0.827941866,73234.0,"POLYGON ((-97.75347900008411 30.3205679995797, -97.75315500073197 30.32045399876609, -97.75304299972241 30.3204309993641, -97.75290499946762 30.32042399933543, -97.7526750001586 30.32043599917388, -97.75249400008038 30.3204509999789, -97.75244499980118 30.32044599910575, -97.75239300018872 30.3204259988898, -97.75172200049387 30.32009499975267, -97.75093400010623 30.31971899952802, -97.74913899917884 30.31888499888608, -97.74911800000827 30.31887599872849, -97.74910900025858 30.31875899871097, -97.74909400020741 30.3182169988755, -97.74913899963153 30.3179569991415, -97.74919300066512 30.31787799902338, -97.749209999743 30.3177829986403, -97.74920900019845 30.31775899952078, -97.7492019999659 30.3177409996892, -97.749089000005 30.3175839993126, -97.74889599974121 30.31729999883989, -97.74887599990356 30.31711599991932, -97.74891399973794 30.31685499963204, -97.74904100042809 30.31641799875544, -97.74922600021409 30.31602399923354, -97.74924900061714 30.31593699894503, -97.74924599979693 30.31566899933786, -97.74918399998445 30.31536699937792, -97.74910499965586 30.31519599947875, -97.74908400013918 30.31512699918217, -97.74907900014044 30.31503799909473, -97.74910299954288 30.31488499955845, -97.74914299948941 30.31471699970784, -97.74914599994001 30.31465399944815, -97.74907899993222 30.31407699862303, -97.74904199908799 30.31381899960154, -97.74898699934354 30.31351699952862, -97.74894099992324 30.3133159985866, -97.74889599991057 30.31318899898851, -97.74882699960543 30.31305599916705, -97.74879699971123 30.31302799940172, -97.74872500035667 30.31299799927838, -97.74865000079762 30.31297199895371, -97.74863000088253 30.31294399853943, -97.74862200018532 30.31288199990932, -97.74860700047012 30.31260199898013, -97.7486170000011 30.31245299978496, -97.74862800001227 30.31238399872004, -97.74865499959067 30.31230999926429, -97.74872199971594 30.31220199997994, -97.74874500014715 30.31213699959973, -97.74875600026101 30.31208699889228, -97.74877599974121 30.31186299962433, -97.74880899999903 30.31167399947009, -97.74882699962701 30.31161199943282, -97.74888799946082 30.31144499906726, -97.7489720001208 30.31090099898513, -97.74897900075854 30.31076299903476, -97.7489590006312 30.3105039998486, -97.74892100063622 30.31000899930099, -97.74891899970594 30.30996999886298, -97.74890499907144 30.30971199896026, -97.74890000002559 30.30952499955837, -97.748883000022 30.30941499840404, -97.74879399977817 30.30912499933687, -97.74880000023447 30.3090829983514, -97.74883099949011 30.30902299952502, -97.74884200030155 30.30896399985103, -97.74883399996328 30.30890699852139, -97.7487740000449 30.30874699984405, -97.74861600022263 30.30838999935967, -97.74846400037019 30.30806099940585, -97.74820900022037 30.30742099955169, -97.74809899997852 30.30731199902878, -97.74800300034222 30.30721799885993, -97.74793799951451 30.30714299880557, -97.7478749998193 30.30704699917461, -97.7478459999143 30.30698499957228, -97.7477870003332 30.30683499933355, -97.7476209995739 30.30649399862449, -97.74750399954883 30.30626699943655, -97.74747800024703 30.3062009988565, -97.74746199954959 30.30612899927705, -97.74745800036327 30.30599599967527, -97.74746599946864 30.30591199878167, -97.74749399998397 30.30580699845909, -97.7475500005381 30.30568699967818, -97.74758900041837 30.30562399945693, -97.74763399994951 30.30557599914333, -97.74780400056731 30.30544299882643, -97.74797699944111 30.30531499970497, -97.74808900000095 30.30521999967189, -97.74829900033674 30.30502899882761, -97.74834600026837 30.30497699883317, -97.74838199983711 30.3049519987485, -97.74845900018774 30.30491999918321, -97.74858900036089 30.30487499883163, -97.74864499976286 30.30485699931154, -97.74871399991929 30.30482999954068, -97.74874999959266 30.304800999408, -97.74876999997801 30.30477899906897, -97.74882099971968 30.30471699888946, -97.74913899978597 30.3049469993208, -97.7492009993226 30.30502899912563, -97.74924400012161 30.30508399995851, -97.7492809998997 30.30514899925816, -97.74930800057113 30.30520899863251, -97.74931900016666 30.30536299888889, -97.74931099981103 30.30545599873934, -97.74927899983234 30.30562199954345, -97.74925899963291 30.30573799910988, -97.74925900002545 30.30582999876076, -97.74928700056284 30.30591899924321, -97.74933100065 30.30599199937123, -97.74937799977214 30.30605199909801, -97.74945299931413 30.30613199927673, -97.74989700028557 30.30650699918089, -97.75018599980466 30.30676699890874, -97.75031999983456 30.30690199870818, -97.75037200027192 30.30697399990263, -97.75040500005058 30.30703899925212, -97.7504120002918 30.30709599863, -97.75041199978642 30.30715899902652, -97.75071999936064 30.30724499935845, -97.75074199942009 30.30725099861135, -97.75118200026968 30.30750899934882, -97.75162399966429 30.3077649992966, -97.75261399976348 30.30809699950604, -97.75429099999705 30.30848199854823, -97.75463899958599 30.30856899926003, -97.754937999605 30.30862399961568, -97.75545700006646 30.30870599975227, -97.75589299953815 30.30877699890175, -97.75633200081492 30.30883099859421, -97.75669699980403 30.30888899865017, -97.75700899996582 30.30893699899055, -97.75717900014978 30.30896799925772, -97.75736800084034 30.30899599879738, -97.75757999991684 30.30902499920503, -97.75764000015492 30.30903699932897, -97.75780799986315 30.30906799909633, -97.75770499995355 30.30954699988418, -97.75742600091783 30.31095499913725, -97.75720400005342 30.31261699897249, -97.75716700037809 30.31284999903147, -97.75705500044567 30.31332899944189, -97.75703099979779 30.31348799991225, -97.75678300007186 30.31484199925636, -97.7565759996065 30.31660899986493, -97.75633000048846 30.31852899885614, -97.75617800046572 30.31973899875444, -97.75612899991616 30.32099499924757, -97.75613700030694 30.32137899965647, -97.75590000068883 30.32136699958663, -97.75570800028582 30.32136299937224, -97.75570600058245 30.3214609992621, -97.75560000005689 30.32136399948576, -97.75550699966398 30.32136399976856, -97.755420999831 30.32135799882959, -97.7552960000649 30.32135499927689, -97.75516899996522 30.32133599909635, -97.75519900046899 30.32114699910061, -97.75527099965298 30.32093499942737, -97.75545899933077 30.32049499932586, -97.75552500036369 30.32031699902873, -97.75539800083631 30.32025899914814, -97.75405200090719 30.31962499964147, -97.75347900008411 30.3205679995797))"
3,G48045300001021,48,453,000102,1,484530001021,Block Group 1,G5030,S,2921983.0,138159.0,+30.3342867,-097.7695659,10290.2780044,3060142.69766,2015-2019,Texas,Travis County,453,102,1,15000US484530001021,1544,1347,0.87240932642487,G48045300001011,48,453,000101,1,484530001011,Block Group 1,G5030,S,951255.0,0.0,+30.3232148,-097.7477880,5630.11111388,951255.016756,2015-2019,Texas,Travis County,102,1,15000US484530001021,1544,1347,0.872409326,183167.0,"POLYGON ((-97.75707699908676 30.33743399902127, -97.7582099993116 30.33591799890221, -97.75833399972936 30.33578999910767, -97.75845199996976 30.33570899941223, -97.75856200009491 30.33565199939116, -97.7587229996132 30.33561399882065, -97.75883199954234 30.33535299868783, -97.75891299929569 30.33519599884235, -97.7590700001401 30.33493499932579, -97.75978600067106 30.33386599960079, -97.76036600065176 30.33304399926869, -97.76050800062514 30.33285799844432, -97.76068399957309 30.33267199948849, -97.7608390000232 30.33256399847476, -97.76105599954504 30.33246599885461, -97.76136599994928 30.33237299859341, -97.76182599980748 30.3322429994702, -97.76242500017486 30.33206199910609, -97.76274600011435 30.33194899924489, -97.76298899952005 30.33183599931536, -97.76312799990892 30.33176399916714, -97.7632940000684 30.33166099929355, -97.76356800041442 30.33144899977943, -97.7638159998744 30.33122699907517, -97.76398099941942 30.33102999908018, -97.76411500068888 30.33083899906712, -97.76425499964385 30.33057999945373, -97.76434300038829 30.33033199954014, -97.76448200026184 30.3298829990263, -97.76454400025266 30.32970699912926, -97.76464499917388 30.32956799882671, -97.76476899984466 30.32947199911239, -97.7648910002677 30.32941199905518, -97.76503299993223 30.32937399903398, -97.76533000022772 30.32930099949462, -97.76557199986894 30.32918199914884, -97.76606200013987 30.32875199932983, -97.76632700027625 30.32836699951747, -97.76635300065949 30.32832299903992, -97.76648699967279 30.32809499944904, -97.76650099937376 30.32796299872007, -97.7664890000288 30.32787199937506, -97.76645399992221 30.32769999977471, -97.76645400060788 30.32758399947224, -97.76649699962603 30.32736099864875, -97.76657499935403 30.32715399972948, -97.76667299963191 30.32695599900996, -97.76688799976216 30.32660799922596, -97.76715100009827 30.32625499943907, -97.76746400042883 30.32579299982521, -97.76780899995248 30.32518499981195, -97.76789000050429 30.32506399894179, -97.76799399987426 30.32498699911612, -97.76811799961538 30.32493099927261, -97.76829900041534 30.32489699914141, -97.76851400026503 30.32484899877236, -97.7686670003387 30.32477199880719, -97.76919299976096 30.32412499860846, -97.76927899972698 30.32391599944986, -97.76939800065911 30.32367499942087, -97.76958500005259 30.32339299945978, -97.7702360007755 30.32250199884432, -97.77076500001354 30.32255999854291, -97.7714820005595 30.32288999842719, -97.77220700069739 30.32339099911804, -97.77295700013964 30.32363199906133, -97.77340699995078 30.32362899953055, -97.77330599939758 30.32255999883081, -97.77315499952054 30.32216399958584, -97.77279099982702 30.32121899907177, -97.77280100032523 30.32084199892276, -97.77286900005235 30.32054399943887, -97.77344500017061 30.31917699919971, -97.77365599963288 30.31867899839069, -97.77383600043933 30.31822699990662, -97.77404999962158 30.31762499846083, -97.77427400006077 30.31695699969323, -97.77439799936154 30.31669799899587, -97.77452500065267 30.31633899870159, -97.77462899956966 30.31587599891661, -97.77461199966194 30.31578299907503, -97.77455999955157 30.31572499937361, -97.77443799940174 30.31567899905397, -97.77413700034265 30.31558599883446, -97.77371999990085 30.31537699941473, -97.77340700038955 30.31519799921479, -97.77318700003393 30.31500099927514, -97.77295500027407 30.31475199895049, -97.77252100095146 30.31414399901992, -97.77235300017114 30.31391799994904, -97.77209799970311 30.31366899898189, -97.77160000043166 30.31316399873798, -97.77227700038161 30.31290799902983, -97.77292699984667 30.31273899910996, -97.77383399982455 30.31259799936616, -97.77417299990316 30.3126459997357, -97.77471099932953 30.31286299962395, -97.77508400035343 30.31310599921996, -97.77588400047021 30.31360599988632, -97.77585699935918 30.3141379993174, -97.77566099922339 30.31802999952756, -97.77612100039892 30.32091799963344, -97.77607199994766 30.32217699904824, -97.77650299963254 30.32383799897998, -97.77860100053188 30.32839599930038, -97.77974699971776 30.33053699845393, -97.78092300026557 30.33224799977845, -97.78103900033992 30.33241599919811, -97.78010200051412 30.3324759989375, -97.78001200010118 30.33247699968867, -97.77942799933061 30.33247999976644, -97.77887899963159 30.33309499892641, -97.77725100023892 30.33518599877387, -97.77769500015084 30.33539099884434, -97.77782300065161 30.3355439992644, -97.77785299983799 30.33555099920237, -97.77807600070457 30.3356279993106, -97.77812699963377 30.33565199922831, -97.7783580001322 30.33578799890962, -97.7786940004974 30.33642299965532, -97.77848899952026 30.337144999779, -97.77745899947779 30.33724899915411, -97.77732300023368 30.33715499903811, -97.77727800086896 30.33714999858456, -97.77708599928549 30.33709899943247, -97.7769599998299 30.33704999883831, -97.77682700010575 30.33698199916156, -97.77666499980478 30.33688799964693, -97.77661799975235 30.33685499852207, -97.77656800038812 30.3368119994147, -97.77649100024342 30.33672499904399, -97.7764529998626 30.33666699885782, -97.77640899961182 30.33656899902518, -97.77638700007525 30.33648899923157, -97.77638799963641 30.33642999864833, -97.77638799954151 30.33638099940768, -97.77639500040108 30.33633999893939, -97.77639200002513 30.33629699948159, -97.7762619999896 30.33588799913502, -97.77622300030659 30.33581199885417, -97.77618200028425 30.33575999915473, -97.776140000377 30.33572699892821, -97.77604100006461 30.33567999985029, -97.77597100045861 30.33565299884479, -97.77584400002775 30.33561399914895, -97.77579400052122 30.33560799901043, -97.7757370006854 30.33561199896959, -97.77568899988205 30.33562499847322, -97.77564700017614 30.3356479988147, -97.77543600024366 30.33588399891975, -97.77524299990722 30.33616699949752, -97.77513999972123 30.33632899867872, -97.77510300006088 30.33639399958846, -97.77507600006842 30.33645099910259, -97.77498699954188 30.33666899957179, -97.77495899931294 30.33675599864857, -97.77495800008647 30.33680999980809, -97.7749770003805 30.3369639991074, -97.775080999956 30.337293999492, -97.7750860004428 30.33734799918206, -97.77509599908726 30.33739499960041, -97.77515699930638 30.33756199912518, -97.77518299967385 30.33760099940637, -97.7753969999201 30.33782299928544, -97.77543099944009 30.3378709989825, -97.77545600020683 30.33792399922985, -97.7754679997161 30.33797099876838, -97.77547399941578 30.33805399926269, -97.7754669997193 30.33810399847231, -97.77544699972646 30.33816399915108, -97.77540200014205 30.33823699959284, -97.77529999957611 30.33834999920648, -97.77523499949297 30.33840499944701, -97.77503600004485 30.33854499937265, -97.77491500019227 30.33861899965087, -97.77480699944871 30.33866799863443, -97.77474699972795 30.33868699849657, -97.7746520002212 30.33869999960936, -97.77458200022443 30.3387009998601, -97.77444600008599 30.33868899861686, -97.7743189993339 30.33866699920976, -97.77389099924706 30.33852899937108, -97.77380999990731 30.33850899949267, -97.77371500008852 30.33849399870938, -97.77365499991413 30.33849599883361, -97.77348799981337 30.33853599924231, -97.77334400014099 30.33856599988743, -97.77326400014219 30.33858899877184, -97.77311600038259 30.33864299933329, -97.77305999964665 30.33867199906873, -97.77289800028723 30.33882899898962, -97.77284000001865 30.33890999912117, -97.7727669997408 30.3389959999406, -97.77263300054275 30.33912199893766, -97.77256800034898 30.33915899866258, -97.77251200003725 30.33917099984576, -97.77244200008964 30.3391669994062, -97.77241999987673 30.33916899951893, -97.77239099965625 30.33918099944064, -97.77233899985578 30.33917799932492, -97.77230200019177 30.33916599888135, -97.77224700030207 30.33911899885983, -97.77218899996325 30.33909799842574, -97.77216200005354 30.33909399992312, -97.77214100040375 30.33910199906639, -97.77199799953421 30.33940099929344, -97.77196400016057 30.33944199933021, -97.77193100045429 30.33946799880355, -97.77166200078564 30.33963499953367, -97.77153400026727 30.33972599878478, -97.77142700019621 30.33982299891762, -97.77099300040983 30.34028699852084, -97.77080500004507 30.34049599975055, -97.77037699911877 30.34089699895629, -97.77029000034995 30.34095399914601, -97.77020900000409 30.34099299940965, -97.77009499992774 30.34103199865856, -97.76996600053322 30.34106599860115, -97.76982800054466 30.34108299923394, -97.76951700065257 30.34110899938951, -97.76943000015855 30.34110999885914, -97.76916600087407 30.34106999856151, -97.76902799989691 30.34105899908813, -97.76896900083734 30.34104399947062, -97.76870600020449 30.34094399945632, -97.76860699970318 30.34100599973439, -97.76776000067528 30.34060499914523, -97.76716999999361 30.340537999785, -97.76693599976946 30.34054699877382, -97.76674000027057 30.34057099961587, -97.76653400067532 30.34059999887594, -97.76632899950228 30.34068099925144, -97.76609900055267 30.34079099971605, -97.76586000036473 30.34094399983207, -97.76480900000318 30.34184199951569, -97.76456899928752 30.34201599934277, -97.76422500012633 30.34219699904237, -97.76370499997633 30.34242199960095, -97.76353299953675 30.34248399976531, -97.76328799991407 30.34254399939609, -97.76304899951755 30.34257499906442, -97.76286999957311 30.34257299885007, -97.76269499952807 30.34252499962328, -97.76248799989654 30.34242999973381, -97.762284999472 30.34230199920385, -97.76168500031385 30.34195099876995, -97.76126999928546 30.34170599968496, -97.76094800043451 30.34145299976182, -97.76080900037621 30.34133699941885, -97.76059500025698 30.3411769992316, -97.76043400009196 30.34101899947163, -97.76029699936039 30.34082799956358, -97.76019500034035 30.34064399876056, -97.76013799910299 30.34050099911363, -97.76007199987842 30.34029899938938, -97.76000600000438 30.34016599993209, -97.75991099971429 30.34003899890071, -97.75933199984847 30.33955899924868, -97.75919400052344 30.33939999960145, -97.75909199988736 30.33923999955041, -97.75902299980109 30.3390859989993, -97.75897200025912 30.33890299878126, -97.75893600007234 30.33873399900758, -97.75890999933159 30.33844099923366, -97.757704999737 30.33778999850048, -97.75707699908676 30.33743399902127))"
