,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,new_YEAR,new_STATE,new_COUNTY,new_COUN_1,new_TRACT,new_BLKGRP,new_GEOID,new_TOTAL_,new_WHITE_,new_PERCEN,CSV_STATE,CSV_COUNTY,CSV_COUN_1,CSV_TRACTA,CSV_BLKGRP,CSV_INCOME,CSV_TOTAL_,CSV_WHITE_,CSV_PERCEN,CSV_BIPOC_,geometry
0,G22003300001001,22,033,000100,1,220330001001,Block Group 1,G5030,S,1916265.0,0.0,+30.5044289,-091.1609183,5930.52661284,1916261.33953,2015-2019,Louisiana,East Baton Rouge Parish,33,100,1,15000US220330001001,1661,85,0.051173991571343,Louisiana,East Baton Rouge Parish,33,100,1,21271.0,1661,85,0.051173992,1576,"POLYGON ((-91.15303800046121 30.49977599907255, -91.15376100068856 30.49974999861002, -91.1538370003707 30.49974799962719, -91.15388899930929 30.49974699928912, -91.15623599981272 30.49966699924864, -91.15703600049447 30.49964099911922, -91.15717199971742 30.49963799907913, -91.15757999959162 30.49963199944438, -91.15771700050635 30.49962999908562, -91.15776599943393 30.49962899928805, -91.15806400024039 30.49961799908409, -91.15831499921899 30.49960999945514, -91.15837599980492 30.49960799938389, -91.15853399986938 30.49959199913087, -91.15865700005496 30.4995829988589, -91.15910700068387 30.49957199928359, -91.15919599957411 30.49957099985161, -91.15926200038508 30.49956899919846, -91.15941900057024 30.4995659994125, -91.15945500020365 30.49956499883119, -91.15967799915255 30.49955799865514, -91.16034999994855 30.4995379990368, -91.16045100042845 30.49953599836705, -91.16056600029269 30.49949199948045, -91.1608749999249 30.49948399881253, -91.16117800006292 30.4994719994691, -91.1619829997189 30.49944199933776, -91.16301699986028 30.49940699955653, -91.16362999995785 30.49938699927762, -91.16397900035263 30.49937499920325, -91.16502699978834 30.49934099837303, -91.16537700023812 30.49932999950521, -91.16558500028745 30.49932199897486, -91.16591200038654 30.49931199940083, -91.16621099997488 30.49930099947573, -91.16642000007529 30.49929499893551, -91.1667619994349 30.49928299910972, -91.16779099951208 30.4992489988676, -91.16813400006268 30.49923799953969, -91.1684840001286 30.499224998917, -91.1695370000558 30.49918799854056, -91.16988800019455 30.49917599905187, -91.16989400068289 30.49936499922739, -91.16991200022902 30.4999319992049, -91.16991799935423 30.50012199856609, -91.16992300040985 30.50029799905424, -91.16993999981095 30.50082899891609, -91.16994599972217 30.50100599924005, -91.16996100012695 30.50135399879018, -91.16997499985574 30.50167099961354, -91.16999899975444 30.50211299881368, -91.17000699984875 30.50240999910299, -91.17004299961057 30.50275099979451, -91.17007099955022 30.502997999051, -91.17009399968687 30.50316599927685, -91.17010900060565 30.50326999923158, -91.17016100056401 30.50357499895821, -91.17016500048278 30.50360299950655, -91.17022200018781 30.5039609995812, -91.17028200020555 30.50428699943171, -91.17030299997136 30.50440099898769, -91.17034300056974 30.50459099879443, -91.17035700058375 30.50465599924119, -91.17041800066625 30.5049179984741, -91.17048599956391 30.50501499926391, -91.17049800014541 30.50505699902126, -91.17056400030724 30.50527999884745, -91.17062700005273 30.50552799882264, -91.17066799992648 30.50568599875929, -91.17083199946096 30.50632599859559, -91.17088400069225 30.50646299901872, -91.17094099990834 30.50661099988749, -91.17100500076852 30.50675899946129, -91.17105600014168 30.50686799833012, -91.17111900031581 30.50700099951171, -91.1712449998503 30.50721399895539, -91.17154599967517 30.50771999958828, -91.17162500037378 30.50785399916388, -91.1717479999763 30.50805099957894, -91.17179500015698 30.50814199925718, -91.17192699926777 30.50836399925552, -91.17195299985373 30.50840599941226, -91.17197199960691 30.50843699875837, -91.17202899960905 30.50853299900792, -91.17192300075381 30.50853499888196, -91.17190200036643 30.50853499929921, -91.17043000040954 30.50858199952411, -91.16917399934223 30.50865899978877, -91.16629900014526 30.50876499932682, -91.16584299974157 30.50877999844595, -91.16530500030539 30.5087979995802, -91.16447499932752 30.50881999857769, -91.16402000024269 30.50883299901666, -91.16381700012926 30.50883999851909, -91.16320900023241 30.50886199861567, -91.16300700068011 30.50886999956003, -91.16232899987759 30.50889399985977, -91.16029900091542 30.50896699899682, -91.15962199942513 30.50899199913048, -91.15939400054738 30.50899999896324, -91.15868699969793 30.5090139983574, -91.1586709998804 30.50901399888242, -91.15858300054389 30.50901299991763, -91.1585170005567 30.50901499869279, -91.15843700037837 30.50901699930723, -91.1582460006464 30.50903699919693, -91.15809799958879 30.50904099939677, -91.15725799950761 30.50906499939272, -91.15697899977876 30.50907399884594, -91.15655200024989 30.50908599894169, -91.15527399936197 30.50912199953764, -91.15484799977938 30.50913499873329, -91.15460400084629 30.50914099947694, -91.15387200038678 30.50916099920706, -91.15362900027647 30.50916899938269, -91.15332799983622 30.50917699887719, -91.15242599991396 30.509202999563, -91.15212599980464 30.50921199880575, -91.15176799949269 30.50922199942445, -91.15143399995274 30.50923199926928, -91.15069599989542 30.50926499994533, -91.1503389993466 30.50928099938772, -91.15022399946695 30.50928599981349, -91.14987900052607 30.50929999905581, -91.1497650003076 30.509305998415, -91.14980299987086 30.50919699904245, -91.14980800020548 30.50917999894456, -91.14984799943747 30.50906499928925, -91.14989800056858 30.50891699897865, -91.14999199946851 30.50864399917927, -91.15004499945211 30.50849399917871, -91.15018000006314 30.50806299862961, -91.15029799962734 30.50775099926338, -91.1504199997545 30.50742999956816, -91.15040600004949 30.50728899892336, -91.15051199957747 30.50699499953391, -91.15058899974845 30.50679399885851, -91.1509039999741 30.50588999992294, -91.15095100006127 30.50575599960764, -91.15140999969512 30.50444699930077, -91.15156599923115 30.5039989995543, -91.1517399991661 30.50350099909229, -91.15218999994946 30.50220999904728, -91.15224799957309 30.50204099942575, -91.15242399944326 30.50153599896333, -91.15248299979133 30.50136799937304, -91.15254099965654 30.50119999892066, -91.15271599974567 30.50069799969422, -91.15277499934709 30.5005309983307, -91.15282700025033 30.50037899862047, -91.15298500074442 30.49992699877392, -91.15303800046121 30.49977599907255))"
1,G22003300002001,22,033,000200,1,220330002001,Block Group 1,G5030,S,1097649.0,0.0,+30.5039493,-091.1400254,4300.31332585,1097646.61398,2015-2019,Louisiana,East Baton Rouge Parish,33,200,1,15000US220330002001,1409,45,0.0319375443577,Louisiana,East Baton Rouge Parish,33,200,1,30845.0,1409,45,0.031937544,1364,"POLYGON ((-91.13544999997444 30.50630399875338, -91.13537300075197 30.50625399914719, -91.13449399986528 30.5056409987688, -91.13447099979065 30.50562499899159, -91.13368199913293 30.50501399977946, -91.13328800004901 30.50466999904412, -91.13265199935712 30.50406399931407, -91.13241399983991 30.50383699911927, -91.13221900004659 30.5036519990203, -91.13191600002948 30.50330099856853, -91.13170400020282 30.50305499929689, -91.13117099964455 30.50240899899562, -91.13134299946337 30.50240299862388, -91.13130500001573 30.50235699932405, -91.13132199995725 30.50235599970843, -91.13206899971763 30.5023459986139, -91.13212400009324 30.50234599921871, -91.13231899979587 30.50234299973502, -91.13272999977602 30.50222099896655, -91.13286299955109 30.50215399930175, -91.13298899991078 30.50207799950907, -91.13305000006788 30.50203299843313, -91.13306699956017 30.50202199921494, -91.13314199957127 30.50196099911814, -91.13321200064763 30.5018969992313, -91.13327699955505 30.50182899894665, -91.13333799978295 30.50175799983238, -91.13339299985276 30.50168399905995, -91.13347599958199 30.50154899909603, -91.13360799940635 30.50128499893091, -91.13385599929558 30.50078699897544, -91.13393900005674 30.5006209991236, -91.13404800044836 30.50046799971787, -91.13409600026664 30.5004159988027, -91.13416700068021 30.50033899921704, -91.13418699995192 30.50033099949991, -91.13424799922615 30.50026599894595, -91.13432499947027 30.50020599936371, -91.13440500006169 30.50014999901052, -91.13444399996955 30.50012499884633, -91.13448900031651 30.50009899925096, -91.13457700029593 30.50005299917848, -91.13466800059098 30.50001099921476, -91.13476200035022 30.49997399888999, -91.13485799938472 30.4999429995463, -91.13495599977375 30.49991699899218, -91.13505600038401 30.49989599897487, -91.13519800010934 30.49987499953677, -91.1358179996557 30.49985499949138, -91.13604900000476 30.49984699981473, -91.13697400054575 30.49981799947535, -91.1376790000803 30.49979699935362, -91.13830000016399 30.49977799940656, -91.13858299993706 30.49976699959296, -91.13943300080959 30.49973799865429, -91.13971699974492 30.49972899953337, -91.13997999956646 30.49972199942859, -91.1407730001096 30.49970299892245, -91.14103700007882 30.49969699945225, -91.14111399984161 30.49969499928447, -91.14135200003999 30.4996849990382, -91.14229700026 30.49964999921313, -91.14261200090991 30.4996389993206, -91.14292400059698 30.49962799955007, -91.14351099998731 30.49960999963076, -91.14386299976606 30.49959499838385, -91.14417599962695 30.49958199949292, -91.14429800041844 30.49957099990504, -91.14446699966237 30.49956499932095, -91.14534299992009 30.49953699853175, -91.14563600010959 30.49952799891358, -91.14564399997253 30.49980099970467, -91.1456490006324 30.4999999991787, -91.1456910002379 30.5014179994945, -91.14570600010673 30.50189099900791, -91.1457100003646 30.5021069992491, -91.14572499965549 30.50275699909146, -91.14573000058438 30.5029739993429, -91.14573699965089 30.50328999912543, -91.14575799993212 30.50423699866015, -91.14576500046704 30.50455399900934, -91.14580100026754 30.50587799876084, -91.14584000023993 30.50736399869415, -91.14584900080972 30.50771999910412, -91.14587599980715 30.50878799947499, -91.14588600030311 30.50914499915306, -91.14589200002618 30.50927199903377, -91.14589699955044 30.50937099897653, -91.14567000064507 30.50941699924959, -91.14541700018405 30.50940999888613, -91.14464099918688 30.50933899918398, -91.14438500064273 30.50931599944345, -91.14379000023696 30.50925199903055, -91.14340500045647 30.50921099908815, -91.14265100069021 30.50907499862372, -91.14246299937051 30.50904399939854, -91.14220899959221 30.50899099970541, -91.14193799964433 30.50893299977729, -91.14143399992876 30.50882199933325, -91.14095000017049 30.50869499924344, -91.14088500030746 30.50867699908276, -91.14060300064861 30.5085989997248, -91.14040700003159 30.50854899848268, -91.13958300023499 30.50827299883912, -91.13915200041845 30.50811799871761, -91.13870400011605 30.50795399929695, -91.13840799951225 30.50782399839723, -91.13804400062945 30.50767899887732, -91.13787899933679 30.50760799993525, -91.13781300068781 30.50757999964711, -91.13769099972269 30.50752299912208, -91.13716200042921 30.50727499938497, -91.13713200019045 30.50725999894696, -91.13694900028098 30.50716699933223, -91.13688099917822 30.50713199961761, -91.1367920004822 30.5070829989719, -91.13632900039937 30.50682999860876, -91.13617500078063 30.50673999901084, -91.13605900041189 30.50667299912372, -91.13602799949675 30.50665399917213, -91.13576300069253 30.50649299979001, -91.13559400018633 30.50639099896605, -91.13544999997444 30.50630399875338))"
2,G22003300002002,22,033,000200,2,220330002002,Block Group 2,G5030,S,601331.0,0.0,+30.5038520,-091.1487015,3369.12595285,601329.892567,2015-2019,Louisiana,East Baton Rouge Parish,33,200,2,15000US220330002002,1341,0,0.0,Louisiana,East Baton Rouge Parish,33,200,2,26250.0,1341,0,0.0,1341,"POLYGON ((-91.14563600010959 30.49952799891358, -91.14708700023645 30.49948399899906, -91.1480920002908 30.49945499929017, -91.14972900071142 30.49938699867304, -91.14983199988927 30.49938399886337, -91.15004299991914 30.49936999919598, -91.15161800024644 30.49932899868574, -91.15263100014671 30.49930699869633, -91.15274200038223 30.49934099887453, -91.15283600001951 30.49936299933801, -91.15292800003408 30.49938999965549, -91.15305899984656 30.49945499936448, -91.15313099944953 30.49950799920452, -91.15311200001521 30.49956099880835, -91.15305600040729 30.49972199920265, -91.15303800046121 30.49977599907255, -91.15298500074442 30.49992699877392, -91.15282700025033 30.50037899862047, -91.15277499934709 30.5005309983307, -91.15271599974567 30.50069799969422, -91.15254099965654 30.50119999892066, -91.15248299979133 30.50136799937304, -91.15242399944326 30.50153599896333, -91.15224799957309 30.50204099942575, -91.15218999994946 30.50220999904728, -91.1517399991661 30.50350099909229, -91.15156599923115 30.5039989995543, -91.15140999969512 30.50444699930077, -91.15095100006127 30.50575599960764, -91.1509039999741 30.50588999992294, -91.15058899974845 30.50679399885851, -91.15051199957747 30.50699499953391, -91.15040600004949 30.50728899892336, -91.1504199997545 30.50742999956816, -91.15029799962734 30.50775099926338, -91.15018000006314 30.50806299862961, -91.15004499945211 30.50849399917871, -91.14999199946851 30.50864399917927, -91.14989800056858 30.50891699897865, -91.14984799943747 30.50906499928925, -91.14980800020548 30.50917999894456, -91.14980299987086 30.50919699904245, -91.1497650003076 30.509305998415, -91.14964200027865 30.50931699917858, -91.14899400012364 30.50933599938622, -91.14701199971361 30.50939699889032, -91.14668300011196 30.50940399878546, -91.14591300011958 30.50942299849322, -91.14586400017352 30.50942099998176, -91.14571799982015 30.50941799925021, -91.14567000064507 30.50941699924959, -91.14589699955044 30.50937099897653, -91.14589200002618 30.50927199903377, -91.14588600030311 30.50914499915306, -91.14587599980715 30.50878799947499, -91.14584900080972 30.50771999910412, -91.14584000023993 30.50736399869415, -91.14580100026754 30.50587799876084, -91.14576500046704 30.50455399900934, -91.14575799993212 30.50423699866015, -91.14573699965089 30.50328999912543, -91.14573000058438 30.5029739993429, -91.14572499965549 30.50275699909146, -91.1457100003646 30.5021069992491, -91.14570600010673 30.50189099900791, -91.1456910002379 30.5014179994945, -91.1456490006324 30.4999999991787, -91.14564399997253 30.49980099970467, -91.14563600010959 30.49952799891358))"
3,G22003300002003,22,033,000200,3,220330002003,Block Group 3,G5030,S,449459.0,0.0,+30.4973732,-091.1395904,2769.20318427,449457.176335,2015-2019,Louisiana,East Baton Rouge Parish,33,200,3,15000US220330002003,816,87,0.106617647058824,Louisiana,East Baton Rouge Parish,33,200,3,19485.0,816,87,0.106617647,729,"POLYGON ((-91.13507900027514 30.49597699898398, -91.13507499998296 30.49581299876134, -91.13506300069621 30.49532399837111, -91.13505899963724 30.49516199975679, -91.13570800071436 30.49513799951687, -91.13765700049005 30.4950699984684, -91.13830699973362 30.49504799919062, -91.13955799948259 30.49500399924986, -91.14056099989679 30.49497899923315, -91.1406619994428 30.49496799899546, -91.14073800073444 30.49496099874959, -91.1423159998001 30.4949169984357, -91.14381000014157 30.49485499898823, -91.14388199935705 30.49479499912887, -91.14394499957673 30.49486599894922, -91.14397899954518 30.49570799895232, -91.14401200063581 30.49652199944818, -91.14401999993905 30.49658199967694, -91.14402800013433 30.49662199938872, -91.14403500067147 30.49677599956875, -91.14405200041692 30.49709899857134, -91.14408500010039 30.49736099882561, -91.14411000068843 30.49755599911587, -91.14406400010749 30.49764199964616, -91.14406800061803 30.49774799937451, -91.14409300090013 30.49836099965493, -91.14410200042477 30.49856599891305, -91.1441100004227 30.49876999949284, -91.1441359994645 30.49938299918605, -91.14413799969408 30.49942399859426, -91.14417499966211 30.49953699906151, -91.14417599962695 30.49958199949292, -91.14386299976606 30.49959499838385, -91.14351099998731 30.49960999963076, -91.14292400059698 30.49962799955007, -91.14261200090991 30.4996389993206, -91.14229700026 30.49964999921313, -91.14135200003999 30.4996849990382, -91.14111399984161 30.49969499928447, -91.14103700007882 30.49969699945225, -91.1407730001096 30.49970299892245, -91.13997999956646 30.49972199942859, -91.13971699974492 30.49972899953337, -91.13943300080959 30.49973799865429, -91.13858299993706 30.49976699959296, -91.13830000016399 30.49977799940656, -91.1376790000803 30.49979699935362, -91.13697400054575 30.49981799947535, -91.13604900000476 30.49984699981473, -91.1358179996557 30.49985499949138, -91.13519800010934 30.49987499953677, -91.13519600022485 30.49983399892264, -91.13518399938928 30.49947699896942, -91.13516899948516 30.49902099921362, -91.13514399933752 30.49828299983515, -91.13513099948541 30.49788599932795, -91.13512000054577 30.4975039994618, -91.13510200040841 30.49687299893413, -91.13508899954655 30.49635799872289, -91.13507900027514 30.49597699898398))"
4,G22003300002004,22,033,000200,4,220330002004,Block Group 4,G5030,S,362002.0,0.0,+30.4986930,-091.1318479,2414.8599214,362003.413849,2015-2019,Louisiana,East Baton Rouge Parish,33,200,4,15000US220330002004,879,24,0.027303754266212,Louisiana,East Baton Rouge Parish,33,200,4,17384.0,879,24,0.027303754,855,"POLYGON ((-91.12750299966001 30.49730899976247, -91.1276430003671 30.49723299944321, -91.12777000012883 30.49716399938945, -91.12857299931234 30.49672999852153, -91.12884100025195 30.4965859997333, -91.12897600060074 30.49651299877572, -91.12938399977722 30.49629599961646, -91.12952000050547 30.4962239985648, -91.12967400003539 30.49615299901846, -91.12972499956044 30.49613099899524, -91.12982300025843 30.4960929988988, -91.12988300021269 30.49607599915934, -91.12995500003929 30.4960609993493, -91.13002899990053 30.49605199894137, -91.13016700076145 30.4960489992786, -91.1303369997912 30.49604599867385, -91.13055800036138 30.49604399967363, -91.13122200029281 30.49603899957738, -91.13144400009971 30.49603799930922, -91.13162500030892 30.49603399957087, -91.13170800042641 30.49603799942504, -91.13185299939585 30.49605899966931, -91.13193000000412 30.49607799915726, -91.13200499967176 30.49610199997917, -91.13210099914808 30.49614199867538, -91.13215000026744 30.49616699872118, -91.13217200067521 30.49617899927162, -91.1323050000005 30.49626299918492, -91.13235299995593 30.49621499966947, -91.13244999998369 30.49611899971609, -91.13249299929726 30.49606799933068, -91.13253699983062 30.49601699902212, -91.13276599955481 30.49601299944073, -91.13345600038741 30.49600199941057, -91.13368600031791 30.49599899935109, -91.13379800002068 30.49599699924391, -91.13413799996529 30.49599099929252, -91.13425099999941 30.49598999925356, -91.13441600035775 30.49598699859915, -91.13491299965339 30.49597899921049, -91.13507900027514 30.49597699898398, -91.13508899954655 30.49635799872289, -91.13510200040841 30.49687299893413, -91.13512000054577 30.4975039994618, -91.13513099948541 30.49788599932795, -91.13514399933752 30.49828299983515, -91.13516899948516 30.49902099921362, -91.13518399938928 30.49947699896942, -91.13519600022485 30.49983399892264, -91.13519800010934 30.49987499953677, -91.13505600038401 30.49989599897487, -91.13495599977375 30.49991699899218, -91.13485799938472 30.4999429995463, -91.13476200035022 30.49997399888999, -91.13466800059098 30.50001099921476, -91.13457700029593 30.50005299917848, -91.13448900031651 30.50009899925096, -91.13444399996955 30.50012499884633, -91.13440500006169 30.50014999901052, -91.13432499947027 30.50020599936371, -91.13424799922615 30.50026599894595, -91.13418699995192 30.50033099949991, -91.13416700068021 30.50033899921704, -91.13409600026664 30.5004159988027, -91.13404800044836 30.50046799971787, -91.13393900005674 30.5006209991236, -91.13385599929558 30.50078699897544, -91.13360799940635 30.50128499893091, -91.13347599958199 30.50154899909603, -91.13339299985276 30.50168399905995, -91.13333799978295 30.50175799983238, -91.13327699955505 30.50182899894665, -91.13321200064763 30.5018969992313, -91.13314199957127 30.50196099911814, -91.13306699956017 30.50202199921494, -91.13305000006788 30.50203299843313, -91.13298899991078 30.50207799950907, -91.13286299955109 30.50215399930175, -91.13272999977602 30.50222099896655, -91.13231899979587 30.50234299973502, -91.13212400009324 30.50234599921871, -91.13206899971763 30.5023459986139, -91.13132199995725 30.50235599970843, -91.13130500001573 30.50235699932405, -91.13134299946337 30.50240299862388, -91.13117099964455 30.50240899899562, -91.13110000002605 30.50232199924082, -91.13108000004388 30.50229399936796, -91.13070700021287 30.50177399953097, -91.12933199997615 30.49985899940686, -91.12887399970073 30.49922099907336, -91.12878100072898 30.49909099904696, -91.12850299964556 30.49870199857847, -91.12848800015041 30.49868099902358, -91.12841600003506 30.49856899884438, -91.12832500003739 30.4984279993004, -91.12824099992623 30.49831099915844, -91.12805999982794 30.49805899870817, -91.12775999982281 30.49766999884108, -91.12768299946973 30.49756199936068, -91.12750299966001 30.49730899976247))"
5,G22003300002005,22,033,000200,5,220330002005,Block Group 5,G5030,S,530177.0,0.0,+30.4935349,-091.1341515,4855.90881475,530177.564628,2015-2019,Louisiana,East Baton Rouge Parish,33,200,5,15000US220330002005,617,23,0.037277147487844,Louisiana,East Baton Rouge Parish,33,200,5,12107.0,617,23,0.037277147,594,"POLYGON ((-91.12639499959697 30.49573799940747, -91.1260740007165 30.49529599942819, -91.12549800036534 30.49450399861913, -91.12511399983802 30.4939679995397, -91.12479699958256 30.4935249997629, -91.12495700032687 30.49352099888969, -91.1255050006108 30.49350899945852, -91.12763200030486 30.49346599914422, -91.1283419997537 30.49345199887694, -91.12850199980794 30.4934479991487, -91.12898399957395 30.4934399988787, -91.1291449998332 30.49343699879761, -91.12936900022093 30.4934319985155, -91.13004100003518 30.49341799898212, -91.13017799951496 30.49341599894803, -91.13026500017476 30.49342299909122, -91.13032799918727 30.49342099943001, -91.13051900004666 30.49341699880554, -91.13058299937893 30.49341599866649, -91.13074199993638 30.49341199835775, -91.13121900062337 30.49340299929341, -91.13137900031533 30.49339999947894, -91.13159999951127 30.49339399846975, -91.13226400035732 30.49337999945377, -91.13248599978206 30.49337599861327, -91.13258700062723 30.49337099976955, -91.13289199968926 30.4933569985988, -91.13299399974959 30.49335299988132, -91.13311799999209 30.49334799964567, -91.13349299953228 30.49333599873064, -91.13361800009328 30.49333299986707, -91.13389499945301 30.49332699890017, -91.13472999986628 30.49330999973391, -91.13500799923632 30.49330499919485, -91.13565099943763 30.49330799937524, -91.13610400033531 30.4933109991285, -91.13758299998383 30.49328099945388, -91.13809099939814 30.49327199944533, -91.13822699942085 30.49326299865356, -91.13821800045778 30.49307399926686, -91.13819399984236 30.49250999921713, -91.13818599936317 30.49232199903358, -91.13817800052837 30.4921369994162, -91.13815499987669 30.49158499869697, -91.13814799944386 30.49140099919713, -91.13813900004855 30.49121299861029, -91.13811300003078 30.49064899900133, -91.13810500003542 30.49046199946803, -91.13810000032176 30.49028399890195, -91.1380990005577 30.49019699912984, -91.1380879995815 30.4900279992841, -91.13809900021563 30.48983399958065, -91.1381109996981 30.48975399950207, -91.13811400009058 30.48973799968424, -91.13813300029771 30.48957799955674, -91.1381689997672 30.48928199931332, -91.13816400064758 30.48919099921994, -91.13810899944191 30.48802799942685, -91.13809700033723 30.48776299864499, -91.13809599968701 30.48763999837958, -91.13829299993796 30.48763499962018, -91.1388860003331 30.48762199859291, -91.13908399970697 30.48761799977542, -91.1391739999502 30.48761399937405, -91.13944600063907 30.48760599879638, -91.13953700012456 30.48760299855073, -91.13969800050006 30.48759699916903, -91.1401819994266 30.48758299879253, -91.14034399998729 30.48757799985731, -91.14033000038985 30.48770699879744, -91.14035299988515 30.48805499870951, -91.14036100037336 30.48813999942508, -91.14040700060981 30.48857699855926, -91.14041800041925 30.48888599946745, -91.14045700037964 30.48950199925268, -91.14048499995502 30.48982899897106, -91.14049099939568 30.48989099879584, -91.14051900060205 30.49039299901295, -91.14052599937361 30.49057899943801, -91.14055000027885 30.49113999915237, -91.1405589997849 30.49132699884137, -91.1405649993403 30.49151199935931, -91.14057900067696 30.49189399888395, -91.14057999981229 30.49206699882791, -91.14058099990508 30.49208499950475, -91.14057399957829 30.49216199952147, -91.14055700015984 30.4922509994064, -91.1405419999855 30.49243999850617, -91.14053600046978 30.49253399956976, -91.14054499917047 30.49264399891922, -91.14055399962443 30.49300799876177, -91.14056000045019 30.49319799840137, -91.14054899954944 30.49333599919165, -91.14055099992186 30.49337699928432, -91.14057099957566 30.49372299936767, -91.14059400021286 30.49391499918292, -91.14061599980298 30.49409399979559, -91.1406619994428 30.49496799899546, -91.14056099989679 30.49497899923315, -91.13955799948259 30.49500399924986, -91.13830699973362 30.49504799919062, -91.13765700049005 30.4950699984684, -91.13570800071436 30.49513799951687, -91.13505899963724 30.49516199975679, -91.13506300069621 30.49532399837111, -91.13507499998296 30.49581299876134, -91.13507900027514 30.49597699898398, -91.13491299965339 30.49597899921049, -91.13441600035775 30.49598699859915, -91.13425099999941 30.49598999925356, -91.13413799996529 30.49599099929252, -91.13379800002068 30.49599699924391, -91.13368600031791 30.49599899935109, -91.13345600038741 30.49600199941057, -91.13276599955481 30.49601299944073, -91.13253699983062 30.49601699902212, -91.13249299929726 30.49606799933068, -91.13244999998369 30.49611899971609, -91.13235299995593 30.49621499966947, -91.1323050000005 30.49626299918492, -91.13217200067521 30.49617899927162, -91.13215000026744 30.49616699872118, -91.13210099914808 30.49614199867538, -91.13200499967176 30.49610199997917, -91.13193000000412 30.49607799915726, -91.13185299939585 30.49605899966931, -91.13170800042641 30.49603799942504, -91.13162500030892 30.49603399957087, -91.13144400009971 30.49603799930922, -91.13122200029281 30.49603899957738, -91.13055800036138 30.49604399967363, -91.1303369997912 30.49604599867385, -91.13016700076145 30.4960489992786, -91.13002899990053 30.49605199894137, -91.12995500003929 30.4960609993493, -91.12988300021269 30.49607599915934, -91.12982300025843 30.4960929988988, -91.12972499956044 30.49613099899524, -91.12967400003539 30.49615299901846, -91.12952000050547 30.4962239985648, -91.12938399977722 30.49629599961646, -91.12897600060074 30.49651299877572, -91.12884100025195 30.4965859997333, -91.12857299931234 30.49672999852153, -91.12777000012883 30.49716399938945, -91.1276430003671 30.49723299944321, -91.12750299966001 30.49730899976247, -91.12728499977098 30.49699199940001, -91.12714199977825 30.4967839996904, -91.12688900051717 30.49645199928564, -91.12661300013592 30.49605399951225, -91.12639499959697 30.49573799940747))"
