,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,new_YEAR,new_STATE,new_COUNTY,new_COUN_1,new_TRACT,new_BLKGRP,new_GEOID,new_TOTAL_,new_WHITE_,new_PERCEN,GISJOIN_2,STATEFP_2,COUNTYFP_2,TRACTCE_2,BLKGRPCE_2,GEOID_2,NAMELSAD_2,MTFCC_2,FUNCSTAT_2,ALAND_2,AWATER_2,INTPTLAT_2,INTPTLON_2,Shape_Le_1,Shape_Ar_1,CSV_YEAR,CSV_STATE,CSV_COUNTY,CSV_TRACT,CSV_BLKGRP,CSV_TOTAL_,CSV_WHITE_,CSV_PERCEN,CSV_INCOME,geometry
0,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,121,100,1,15000US131210001001,1063,1004,0.944496707431797,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,100,1,1063,1004,0.944496707,110750.0,"POLYGON ((-84.34829800002825 33.79151099848348, -84.34842999974244 33.79051899865583, -84.34842699993256 33.78984099936457, -84.34842606353165 33.78941961207658, -84.34842599994953 33.78939099948174, -84.34842599995768 33.78938580393169, -84.34842600028121 33.78917999926343, -84.34842499981573 33.78894599891228, -84.34842499950291 33.78756399926971, -84.34847399968842 33.78756499922963, -84.34864600003705 33.78756599974228, -84.34986399995158 33.78756899913745, -84.35106799972986 33.78757199839483, -84.351073999321 33.78649299926663, -84.35278100026233 33.78651199925321, -84.35513699972893 33.78652399866837, -84.35524200059959 33.7865129996332, -84.35532400020367 33.78701799944869, -84.3553710002319 33.78759199866119, -84.35543000029469 33.78847699929217, -84.35545900001567 33.78868599934609, -84.35550199932887 33.78885599867478, -84.35558800013733 33.78910499902792, -84.35563799934627 33.7893139995184, -84.35567100023722 33.78954399894345, -84.35567800009538 33.78978199916116, -84.3556690001884 33.78992299972601, -84.35564700046768 33.79008499869087, -84.35561200029528 33.79024299916837, -84.35539200022141 33.791020998509, -84.35534700013237 33.7911879989425, -84.35530499993781 33.79127199935989, -84.35524300041767 33.79136199901279, -84.35517800032892 33.791433998687, -84.35510200040197 33.79149899941445, -84.3550169994011 33.7915559989364, -84.35492499975963 33.79160399987709, -84.35481099993606 33.79164699910172, -84.35373599965696 33.79190599937139, -84.3536250005308 33.79192599929286, -84.35351399938193 33.79195599889976, -84.35318399998052 33.79208199912122, -84.35291500029798 33.79219699941907, -84.35263399963159 33.79233899897717, -84.35236599942752 33.79249799969669, -84.35214799933475 33.7926469991044, -84.35197600003967 33.79277999913019, -84.35167300065284 33.7930369991378, -84.35157800070965 33.79312299910419, -84.35150699993301 33.79307399915319, -84.35148000061692 33.793047998653, -84.35104800028633 33.79265199912989, -84.35074299982047 33.79242299922228, -84.35067599985578 33.79239399932595, -84.35052400072378 33.79231199857649, -84.35036299961587 33.79223999941458, -84.34859799951097 33.79162499849661, -84.34829800002825 33.79151099848348))"
1,G13012100001002,13,121,000100,2,131210001002,Block Group 2,G5030,S,326372.0,0.0,+33.7844571,-084.3513408,2784.21264661,326371.904305,2015-2019,Georgia,Fulton County,121,100,2,15000US131210001002,1098,851,0.775045537340619,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,100,2,1098,851,0.775045537,173083.0,"POLYGON ((-84.34866615176874 33.78269262836969, -84.3486969999486 33.78186199900839, -84.34873799930752 33.77974999903394, -84.34882600066607 33.77975099919141, -84.3488680001887 33.77986299992047, -84.34917599979858 33.78068099905825, -84.34919100036764 33.78069399939297, -84.34924999963913 33.7807769997911, -84.34930299943613 33.78082899888624, -84.34941200029655 33.78089299934366, -84.34952500053443 33.78092399941742, -84.34950100033269 33.78106899927774, -84.34949799974868 33.78125299911054, -84.34998600012881 33.78190799907084, -84.35002899995709 33.78190999913814, -84.35203100020863 33.78193899881117, -84.35220400065238 33.78195899945479, -84.35237300012537 33.78199499899493, -84.35252700020602 33.78204199928309, -84.35289400022378 33.78218899852892, -84.35298199981337 33.78223199937742, -84.35324299987757 33.78235499896146, -84.35340799977439 33.78238399920211, -84.35357099978505 33.78240299926134, -84.35386000006052 33.78240999931027, -84.35433399959355 33.78237899965004, -84.35456499962532 33.78343099959343, -84.35466299987502 33.78387699900893, -84.35478400036581 33.78442799829164, -84.354890000186 33.78490899921557, -84.3550009999028 33.7854139991293, -84.35511900007181 33.78594899926976, -84.35524200059959 33.7865129996332, -84.35513699972893 33.78652399866837, -84.35278100026233 33.78651199925321, -84.351073999321 33.78649299926663, -84.35106799972986 33.78757199839483, -84.34986399995158 33.78756899913745, -84.34864600003705 33.78756599974228, -84.34847399968842 33.78756499922963, -84.34842499950291 33.78756399926971, -84.34842499960409 33.78653699866586, -84.34842499936018 33.78580499944282, -84.3485340000136 33.78469699964165, -84.34854999962013 33.78452999927328, -84.34855708906073 33.78445505696317, -84.34856400020524 33.78438199927128, -84.34857749123097 33.78424455863265, -84.34858000010261 33.78421899929559, -84.34858954676122 33.78412451182569, -84.34861899993595 33.78383299931203, -84.34865599909193 33.78296599899404, -84.34866615176874 33.78269262836969))"
2,G13012100001003,13,121,000100,3,131210001003,Block Group 3,G5030,S,2003977.0,15686.0,+33.8045901,-084.3536037,5763.84744161,2019657.36018,2015-2019,Georgia,Fulton County,121,100,3,15000US131210001003,1997,1674,0.838257386079119,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,100,3,1997,1674,0.838257386,183182.0,"POLYGON ((-84.34822500010509 33.80900399876973, -84.34832499967695 33.80830399887143, -84.34832499992766 33.80700399924785, -84.34832700011698 33.80641099879288, -84.34832699949554 33.80635299877183, -84.34832699949554 33.80635299877183, -84.34832699949554 33.80635299877181, -84.34832575663613 33.80633145238289, -84.34832400000144 33.80630099909001, -84.34822500022025 33.80570399911705, -84.3481940000285 33.80524199889107, -84.34818631919549 33.80512609016979, -84.34818299989267 33.80507599963875, -84.3481776898569 33.80499553315308, -84.34816999970775 33.80487899892504, -84.34816000022528 33.80473499907057, -84.34815299965658 33.80462499931907, -84.34812500080254 33.80420399839196, -84.3481903281736 33.80270327459534, -84.34819700020188 33.80254999895743, -84.34822500036039 33.80190399873305, -84.34822199992719 33.79861399935157, -84.34886200004489 33.79817999889094, -84.34890999923671 33.79814699903866, -84.34932199972209 33.79784299937048, -84.34945599999679 33.79772099915367, -84.3497470003162 33.79742799911493, -84.34978400026469 33.7973759995329, -84.34998899976956 33.79694999899304, -84.35004000003681 33.79681699845727, -84.35142599986244 33.79727299895649, -84.35167200049275 33.79732899907324, -84.35196300008289 33.79736699871572, -84.35243999922068 33.79742099910356, -84.35257000029218 33.79743599865037, -84.35284100005295 33.7974649990196, -84.35304900001303 33.7974679989869, -84.35323200008031 33.7974529992451, -84.35360500060354 33.79739099963787, -84.35379400020086 33.79736999965814, -84.35402200017293 33.79736099925972, -84.35432100001981 33.79736699929846, -84.35430800007786 33.79785399911422, -84.35430099994433 33.79810499887569, -84.35429000087551 33.79820899908644, -84.35426800049225 33.79830899963098, -84.35435699975696 33.79833099973581, -84.35482100008038 33.79854499965668, -84.35516700042371 33.79869999911599, -84.35544600000769 33.79880000002226, -84.35575699984989 33.79888099916812, -84.35607599977098 33.79893299955387, -84.35638800038799 33.79895499997616, -84.35741400000497 33.79896999914067, -84.35864299969209 33.79898499944059, -84.35885200028102 33.79896599899509, -84.3591309992311 33.79890899873937, -84.35919999979907 33.79890099866926, -84.3591829998787 33.79883899908268, -84.35921900033337 33.79798299915616, -84.3592449993929 33.79790299990108, -84.35935399989756 33.79793999959134, -84.36019200020044 33.79830399951136, -84.36043100084497 33.79840599927391, -84.36144799997271 33.79881099888934, -84.36229400022312 33.79949099864081, -84.36262600003603 33.79983099943482, -84.36302600004237 33.80032099934257, -84.36328100004711 33.80065999887456, -84.36385800011952 33.80148099935296, -84.36397000026328 33.80159599942287, -84.36424499976911 33.80181699929594, -84.36440199969837 33.80197099873191, -84.36449799995158 33.80206899942142, -84.36489000049461 33.80247399916384, -84.36503200060197 33.80266299858463, -84.36510599968 33.80279599975893, -84.36566999962426 33.80401999927701, -84.36583200038612 33.8042889988945, -84.36602499993685 33.80454199869297, -84.36636200079991 33.8049139992131, -84.36648499968948 33.80502399841288, -84.36661999933365 33.80512299865931, -84.36683500019582 33.8052479988956, -84.36720699949691 33.80541599876632, -84.36727700025143 33.80543699884248, -84.36736800045011 33.80544199886013, -84.36710400060656 33.80593399984538, -84.36690199996993 33.80626699982196, -84.36609699981189 33.80756599926173, -84.36602800002331 33.80770499928629, -84.36597399929897 33.80784599902666, -84.3659510001694 33.80792199974046, -84.36594500020576 33.80794699880354, -84.36592300000839 33.80803799950191, -84.36580299967775 33.80792799836507, -84.36568099985293 33.80787499874857, -84.3655370007186 33.8078749986528, -84.36536999977423 33.80793299870951, -84.364395999596 33.80834399866662, -84.36328399948425 33.80882599914776, -84.36282799999593 33.80901899969263, -84.36235300045584 33.80920699893743, -84.36047499999819 33.80990699899998, -84.3601839999953 33.81001499878102, -84.35929799965366 33.81035399945229, -84.35738400004408 33.81110399912173, -84.35702999981908 33.81104499927329, -84.35481899935616 33.81076999971461, -84.35402100008788 33.81063299912475, -84.35393099976577 33.81061699957953, -84.35387800056401 33.81060799901812, -84.35170099961493 33.81023299921047, -84.35161900070706 33.81021899898828, -84.35079500054381 33.81004799953929, -84.35000900039176 33.80983899848275, -84.34988400027996 33.80978099901149, -84.34970500001799 33.80969799970264, -84.34850499950825 33.80913899894017, -84.34822500010509 33.80900399876973))"
3,G13012100001004,13,121,000100,4,131210001004,Block Group 4,G5030,S,625228.0,0.0,+33.7952600,-084.3536799,3823.80069259,625226.375562,2015-2019,Georgia,Fulton County,121,100,4,15000US131210001004,1252,1127,0.900159744408946,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,100,4,1252,1127,0.900159744,169913.0,"POLYGON ((-84.34829800002825 33.79151099848348, -84.34859799951097 33.79162499849661, -84.35036299961587 33.79223999941458, -84.35052400072378 33.79231199857649, -84.35067599985578 33.79239399932595, -84.35074299982047 33.79242299922228, -84.35104800028633 33.79265199912989, -84.35148000061692 33.793047998653, -84.35150699993301 33.79307399915319, -84.35157800070965 33.79312299910419, -84.35167300065284 33.7930369991378, -84.35197600003967 33.79277999913019, -84.35214799933475 33.7926469991044, -84.35236599942752 33.79249799969669, -84.35263399963159 33.79233899897717, -84.35291500029798 33.79219699941907, -84.35318399998052 33.79208199912122, -84.35351399938193 33.79195599889976, -84.3536250005308 33.79192599929286, -84.35373599965696 33.79190599937139, -84.35481099993606 33.79164699910172, -84.35492499975963 33.79160399987709, -84.3550169994011 33.7915559989364, -84.35510200040197 33.79149899941445, -84.35517800032892 33.791433998687, -84.35524300041767 33.79136199901279, -84.35530499993781 33.79127199935989, -84.35534700013237 33.7911879989425, -84.35539200022141 33.791020998509, -84.35547900039532 33.79114099869194, -84.35556399945347 33.79121299918297, -84.35696300068838 33.79290599917391, -84.35712000015016 33.79308499938851, -84.35731699995809 33.79328299915642, -84.35810800008528 33.79401299927725, -84.35829099943128 33.79421299964631, -84.35844599918126 33.79443699927457, -84.35856200071771 33.79466899919412, -84.35863000006087 33.79486999874404, -84.35872500013436 33.7952609987647, -84.35894200026068 33.7961689983184, -84.35919899967274 33.79721899937649, -84.35928300018631 33.79757399847433, -84.35929400019509 33.79764799910669, -84.35928599961559 33.79777399883427, -84.3592449993929 33.79790299990108, -84.35921900033337 33.79798299915616, -84.3591829998787 33.79883899908268, -84.35919999979907 33.79890099866926, -84.3591309992311 33.79890899873937, -84.35885200028102 33.79896599899509, -84.35864299969209 33.79898499944059, -84.35741400000497 33.79896999914067, -84.35638800038799 33.79895499997616, -84.35607599977098 33.79893299955387, -84.35575699984989 33.79888099916812, -84.35544600000769 33.79880000002226, -84.35516700042371 33.79869999911599, -84.35482100008038 33.79854499965668, -84.35435699975696 33.79833099973581, -84.35426800049225 33.79830899963098, -84.35429000087551 33.79820899908644, -84.35430099994433 33.79810499887569, -84.35430800007786 33.79785399911422, -84.35432100001981 33.79736699929846, -84.35402200017293 33.79736099925972, -84.35379400020086 33.79736999965814, -84.35360500060354 33.79739099963787, -84.35323200008031 33.7974529992451, -84.35304900001303 33.7974679989869, -84.35284100005295 33.7974649990196, -84.35257000029218 33.79743599865037, -84.35243999922068 33.79742099910356, -84.35196300008289 33.79736699871572, -84.35167200049275 33.79732899907324, -84.35142599986244 33.79727299895649, -84.35004000003681 33.79681699845727, -84.34998899976956 33.79694999899304, -84.34978400026469 33.7973759995329, -84.3497470003162 33.79742799911493, -84.34945599999679 33.79772099915367, -84.34932199972209 33.79784299937048, -84.34890999923671 33.79814699903866, -84.34886200004489 33.79817999889094, -84.34822199992719 33.79861399935157, -84.34822199992719 33.79861399935157, -84.34822200015243 33.79859493792415, -84.34822200041171 33.79857299942275, -84.34822199980636 33.79850899826958, -84.34822299998524 33.79759499836101, -84.3482240002905 33.79605699867993, -84.34822400070395 33.79467399904162, -84.34822269993791 33.79441464182847, -84.34821900045249 33.79367699872302, -84.34830300038549 33.79266199911902, -84.34831088715639 33.79257558405707, -84.34832599945892 33.79240999854485, -84.34827300014356 33.7920939987337, -84.34826500052279 33.79204499900506, -84.34825200029496 33.79196499875066, -84.34823424397548 33.79185977591649, -84.3482250003682 33.79180499876133, -84.34827399955915 33.79160899926251, -84.34827416451043 33.79160828470957, -84.34827700054075 33.7915959992996, -84.34828400059843 33.79156899857936, -84.34829800002825 33.79151099848348))"
4,G13012100002001,13,121,000200,1,131210002001,Block Group 1,G5030,S,632930.0,0.0,+33.7999609,-084.3677182,4339.76181132,632931.178822,2015-2019,Georgia,Fulton County,121,200,1,15000US131210002001,1281,1152,0.899297423887588,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,200,1,1281,1152,0.899297424,110481.0,"POLYGON ((-84.3592449993929 33.79790299990108, -84.35928599961559 33.79777399883427, -84.35929400019509 33.79764799910669, -84.35928300018631 33.79757399847433, -84.35919899967274 33.79721899937649, -84.35894200026068 33.7961689983184, -84.35918799911083 33.79617299890302, -84.35919099980833 33.79623299903852, -84.3592120000469 33.79628999883202, -84.35924800007183 33.7963399998062, -84.35929700070331 33.79638199955762, -84.35959400006138 33.79655899856115, -84.36074799957662 33.79724799873306, -84.36111399997148 33.79744999900129, -84.3615659993424 33.79766699906364, -84.36203500015471 33.79785799905342, -84.36251900022511 33.79802199889663, -84.36299200006144 33.79815299940968, -84.36346700027649 33.79826499886573, -84.36367399965103 33.79830599883265, -84.36449800019406 33.79840899992254, -84.36496599979168 33.79843899912142, -84.36512400034826 33.7984389989246, -84.36533399989801 33.79841799877331, -84.36555400032408 33.79836899980921, -84.36575600040534 33.79829499901798, -84.36595799941865 33.79818999938973, -84.36607999949719 33.79810599925685, -84.3663500003333 33.7978879988421, -84.3665429996599 33.79774799849339, -84.36677000051193 33.7976029992082, -84.36700899963277 33.79747099932931, -84.3672179998546 33.7973709989088, -84.36743300073387 33.79728099840504, -84.36765399990755 33.79720099934612, -84.36807800004912 33.79706599880161, -84.36820400028121 33.79700600003137, -84.36828500031568 33.7969469995105, -84.36834700040082 33.79688399907415, -84.36840000049072 33.79680599931076, -84.36846800019879 33.79666099846446, -84.36850500083587 33.79662099857239, -84.3685569999589 33.79658699943231, -84.36899000018131 33.79709499957234, -84.3691750001272 33.79689099874241, -84.36982400017304 33.79622999929397, -84.3708360001437 33.79520099909576, -84.37092899991261 33.79540999891096, -84.37204699986115 33.79726499845785, -84.37275900047784 33.79853399854029, -84.37421300008518 33.80108599915698, -84.37336400011272 33.8014329997982, -84.37230400041715 33.80183999964687, -84.37189199984998 33.80196399843703, -84.37148700006996 33.80205299899493, -84.37115999991802 33.80210199887286, -84.3704060002365 33.80218399940225, -84.37014000064896 33.80222599889355, -84.370040000392 33.80226199933615, -84.36995399927346 33.80230899935302, -84.36993199974066 33.80231199884986, -84.36989600014945 33.80234899923619, -84.36974500028113 33.80245899888435, -84.36947700067748 33.80262499883582, -84.36928999948941 33.80272199893443, -84.36906900022871 33.80282099847449, -84.36884000010872 33.80290799885431, -84.36856899949646 33.80299699919662, -84.36850400065629 33.80302999936308, -84.36844700031365 33.80307099965137, -84.3683969994854 33.80311899900962, -84.36816499940001 33.80340299945053, -84.36739799975481 33.80440099926405, -84.36746099969081 33.80465799892704, -84.3674740000348 33.80484299918672, -84.36742200004215 33.80526099888474, -84.36736800045011 33.80544199886013, -84.36727700025143 33.80543699884248, -84.36720699949691 33.80541599876632, -84.36683500019582 33.8052479988956, -84.36661999933365 33.80512299865931, -84.36648499968948 33.80502399841288, -84.36636200079991 33.8049139992131, -84.36602499993685 33.80454199869297, -84.36583200038612 33.8042889988945, -84.36566999962426 33.80401999927701, -84.36510599968 33.80279599975893, -84.36503200060197 33.80266299858463, -84.36489000049461 33.80247399916384, -84.36449799995158 33.80206899942142, -84.36440199969837 33.80197099873191, -84.36424499976911 33.80181699929594, -84.36397000026328 33.80159599942287, -84.36385800011952 33.80148099935296, -84.36328100004711 33.80065999887456, -84.36302600004237 33.80032099934257, -84.36262600003603 33.79983099943482, -84.36229400022312 33.79949099864081, -84.36144799997271 33.79881099888934, -84.36043100084497 33.79840599927391, -84.36019200020044 33.79830399951136, -84.35935399989756 33.79793999959134, -84.3592449993929 33.79790299990108))"
5,G13012100002002,13,121,000200,2,131210002002,Block Group 2,G5030,S,655432.0,0.0,+33.7947223,-084.3640711,4317.89576349,655432.93031,2015-2019,Georgia,Fulton County,121,200,2,15000US131210002002,1379,1232,0.893401015228426,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,200,2,1379,1232,0.893401015,101712.0,"POLYGON ((-84.35894200026068 33.7961689983184, -84.35872500013436 33.7952609987647, -84.35863000006087 33.79486999874404, -84.35856200071771 33.79466899919412, -84.35844599918126 33.79443699927457, -84.35829099943128 33.79421299964631, -84.35810800008528 33.79401299927725, -84.35731699995809 33.79328299915642, -84.35712000015016 33.79308499938851, -84.35696300068838 33.79290599917391, -84.35556399945347 33.79121299918297, -84.35547900039532 33.79114099869194, -84.35539200022141 33.791020998509, -84.35561200029528 33.79024299916837, -84.35564700046768 33.79008499869087, -84.3556690001884 33.78992299972601, -84.35609499970974 33.78992799910193, -84.35610500017158 33.79002499844331, -84.35614499907446 33.79010899920103, -84.35640199927381 33.79045299986386, -84.35666899994305 33.79074699853741, -84.35787300066049 33.79186099877442, -84.35803500049363 33.79197199933981, -84.35834500009214 33.79212599954232, -84.35846599991098 33.79221099890868, -84.35856499944548 33.79232499911085, -84.35878800009098 33.79270299933046, -84.35895499941732 33.79290199957236, -84.35903000046895 33.79297499858144, -84.35911399953643 33.79303899931334, -84.35936599975682 33.79318499854826, -84.35941900031362 33.79320999934944, -84.359482999294 33.79322399876227, -84.36008500002187 33.79325199896306, -84.36054699972674 33.7932449986827, -84.36062399998387 33.79323399936992, -84.36069000017824 33.79321399883074, -84.36077199984501 33.79317499951431, -84.36084199984866 33.79312299932482, -84.36088899996976 33.79307099882998, -84.36097600008922 33.79294699961936, -84.36102499988097 33.79286299891039, -84.36106700038324 33.79276799899869, -84.36109700010168 33.79266999893704, -84.36111600068354 33.79256499886699, -84.36166599981165 33.79256799868956, -84.36181300046503 33.7925679993418, -84.36290199949727 33.79257299937309, -84.3635110005454 33.7925739991385, -84.36411400007358 33.79252699850392, -84.36430300038431 33.79252499858752, -84.36452599987253 33.79254899900042, -84.36484799944122 33.79260399931326, -84.36518500027152 33.79267199900256, -84.36587100077109 33.79281999891194, -84.36645500059902 33.7929669997724, -84.36689599937883 33.79309299934345, -84.36699900027459 33.79310599922877, -84.3671100000296 33.79309799929128, -84.36696499998574 33.79212799929847, -84.36695699958591 33.79196899948116, -84.36696700006175 33.7918079993071, -84.36705199989186 33.79124699942702, -84.36705800046097 33.79120799896232, -84.36737300076041 33.79126199917913, -84.36798599934878 33.79142899973692, -84.36847599969337 33.79157499873741, -84.36848500017858 33.79158199948297, -84.36856200013122 33.79160099901591, -84.36867700059216 33.79163499899111, -84.36923699952884 33.79176699887853, -84.36952599937725 33.7918899990942, -84.36960500015431 33.79194099876852, -84.36981699916187 33.79215299850126, -84.36990499965269 33.79220399887057, -84.37007300006854 33.79225199850463, -84.37019200010911 33.79327499947895, -84.37019700012162 33.79331499954204, -84.37028100033491 33.7936599988824, -84.37034100047829 33.79390999859143, -84.37039800003654 33.7940799995234, -84.37057599996002 33.79461399942318, -84.3708360001437 33.79520099909576, -84.36982400017304 33.79622999929397, -84.3691750001272 33.79689099874241, -84.36899000018131 33.79709499957234, -84.3685569999589 33.79658699943231, -84.36850500083587 33.79662099857239, -84.36846800019879 33.79666099846446, -84.36840000049072 33.79680599931076, -84.36834700040082 33.79688399907415, -84.36828500031568 33.7969469995105, -84.36820400028121 33.79700600003137, -84.36807800004912 33.79706599880161, -84.36765399990755 33.79720099934612, -84.36743300073387 33.79728099840504, -84.3672179998546 33.7973709989088, -84.36700899963277 33.79747099932931, -84.36677000051193 33.7976029992082, -84.3665429996599 33.79774799849339, -84.3663500003333 33.7978879988421, -84.36607999949719 33.79810599925685, -84.36595799941865 33.79818999938973, -84.36575600040534 33.79829499901798, -84.36555400032408 33.79836899980921, -84.36533399989801 33.79841799877331, -84.36512400034826 33.7984389989246, -84.36496599979168 33.79843899912142, -84.36449800019406 33.79840899992254, -84.36367399965103 33.79830599883265, -84.36346700027649 33.79826499886573, -84.36299200006144 33.79815299940968, -84.36251900022511 33.79802199889663, -84.36203500015471 33.79785799905342, -84.3615659993424 33.79766699906364, -84.36111399997148 33.79744999900129, -84.36074799957662 33.79724799873306, -84.35959400006138 33.79655899856115, -84.35929700070331 33.79638199955762, -84.35924800007183 33.7963399998062, -84.3592120000469 33.79628999883202, -84.35919099980833 33.79623299903852, -84.35918799911083 33.79617299890302, -84.35894200026068 33.7961689983184))"
6,G13012100002003,13,121,000200,3,131210002003,Block Group 3,G5030,S,549109.0,0.0,+33.7901015,-084.3616309,3234.7980262,549109.620051,2015-2019,Georgia,Fulton County,121,200,3,15000US131210002003,1076,916,0.851301115241636,G13012100001001,13,121,000100,1,131210001001,Block Group 1,G5030,S,377296.0,0.0,+33.7895231,-084.3520652,2494.39081156,377295.36792,2015-2019,Georgia,Fulton County,200,3,1076,916,0.851301115,212857.0,"POLYGON ((-84.3556690001884 33.78992299972601, -84.35567800009538 33.78978199916116, -84.35567100023722 33.78954399894345, -84.35563799934627 33.7893139995184, -84.35558800013733 33.78910499902792, -84.35550199932887 33.78885599867478, -84.35545900001567 33.78868599934609, -84.35543000029469 33.78847699929217, -84.3553710002319 33.78759199866119, -84.35545600024055 33.78759699927577, -84.35666199998748 33.78759899934973, -84.35864200016148 33.7876019993812, -84.3605650006659 33.7876059991743, -84.36193799950685 33.78760799885973, -84.36343200001895 33.78761099918577, -84.36427700003492 33.78761399876697, -84.36441899943236 33.78763599918033, -84.36456800018291 33.78768699831091, -84.36466600052215 33.78774999928146, -84.36473900034166 33.78784099854531, -84.36480399981504 33.78799799910182, -84.364870999633 33.78825499905868, -84.36500499963421 33.78822999917265, -84.36510999981091 33.78822199938231, -84.36525900048912 33.78822199879449, -84.36723800090816 33.78821999889385, -84.36722499991369 33.78984899960288, -84.36718899980345 33.79030899903744, -84.36711499976866 33.79081199873968, -84.36706199982191 33.79118099877617, -84.36705800046097 33.79120799896232, -84.36705199989186 33.79124699942702, -84.36696700006175 33.7918079993071, -84.36695699958591 33.79196899948116, -84.36696499998574 33.79212799929847, -84.3671100000296 33.79309799929128, -84.36699900027459 33.79310599922877, -84.36689599937883 33.79309299934345, -84.36645500059902 33.7929669997724, -84.36587100077109 33.79281999891194, -84.36518500027152 33.79267199900256, -84.36484799944122 33.79260399931326, -84.36452599987253 33.79254899900042, -84.36430300038431 33.79252499858752, -84.36411400007358 33.79252699850392, -84.3635110005454 33.7925739991385, -84.36290199949727 33.79257299937309, -84.36181300046503 33.7925679993418, -84.36166599981165 33.79256799868956, -84.36111600068354 33.79256499886699, -84.36109700010168 33.79266999893704, -84.36106700038324 33.79276799899869, -84.36102499988097 33.79286299891039, -84.36097600008922 33.79294699961936, -84.36088899996976 33.79307099882998, -84.36084199984866 33.79312299932482, -84.36077199984501 33.79317499951431, -84.36069000017824 33.79321399883074, -84.36062399998387 33.79323399936992, -84.36054699972674 33.7932449986827, -84.36008500002187 33.79325199896306, -84.359482999294 33.79322399876227, -84.35941900031362 33.79320999934944, -84.35936599975682 33.79318499854826, -84.35911399953643 33.79303899931334, -84.35903000046895 33.79297499858144, -84.35895499941732 33.79290199957236, -84.35878800009098 33.79270299933046, -84.35856499944548 33.79232499911085, -84.35846599991098 33.79221099890868, -84.35834500009214 33.79212599954232, -84.35803500049363 33.79197199933981, -84.35787300066049 33.79186099877442, -84.35666899994305 33.79074699853741, -84.35640199927381 33.79045299986386, -84.35614499907446 33.79010899920103, -84.35610500017158 33.79002499844331, -84.35609499970974 33.78992799910193, -84.3556690001884 33.78992299972601))"
