GISJOIN,STATE,COUNTY,TRACT,BLKGRP,TOTAL_POP,WHITE_POP,WHITE_PERCENTAGE,BIPOC_POP,INCOME,MAJ_BIPOC,MAJ_LOW_INCOME,LON,LAT
G13012100116212,Georgia,Fulton County,11621,2,2337,1684,0.720581943,653,210469,0,0,-84.22260399,34.08312347
G13012100116213,Georgia,Fulton County,11621,3,3363,1801,0.53553375,1562,183083,0,0,-84.2189025,34.0916774
G13012100116221,Georgia,Fulton County,11622,1,2723,1276,0.468600808,1447,177042,1,0,-84.16876638,34.04102363
G13012100116222,Georgia,Fulton County,11622,2,4286,1469,0.342743817,2817,136031,1,0,-84.15705076,34.04738162
G13012100116223,Georgia,Fulton County,11622,3,3996,1048,0.262262262,2948,132426,1,0,-84.12677948,34.04448167
G13012100116231,Georgia,Fulton County,11623,1,3417,1609,0.47088089,1808,115592,1,0,-84.20949624,34.0536467
G13012100116232,Georgia,Fulton County,11623,2,4522,1905,0.421273773,2617,115230,1,0,-84.17995426,34.0274875
G13012100116233,Georgia,Fulton County,11623,3,1671,887,0.530819868,784,170521,0,0,-84.19536055,34.05079872
G13012100116234,Georgia,Fulton County,11623,4,2907,1272,0.437564499,1635,122242,1,0,-84.18659169,34.04555556
G13012100116241,Georgia,Fulton County,11624,1,2273,1068,0.469863616,1205,163750,1,0,-84.1946194,34.07707142
G13012100116242,Georgia,Fulton County,11624,2,1865,1182,0.633780161,683,219313,0,0,-84.18803113,34.07290351
G13012100116251,Georgia,Fulton County,11625,1,3107,1589,0.511425813,1518,73611,0,0,-84.20059402,34.01836303
G13012100116252,Georgia,Fulton County,11625,2,2107,1192,0.56573327,915,166531,0,0,-84.20440992,34.03861105
G13012100116253,Georgia,Fulton County,11625,3,3328,1840,0.552884615,1488,150417,0,0,-84.19316818,34.03182058
